FIPS_O,FIPS_D,Week,Pop_flows
20,13,38,28503.0
21,13,38,166610.0
22,13,38,121097.0
23,13,38,12874.0
24,13,38,100496.0
25,13,38,51826.0
26,13,38,110889.0
27,13,38,45431.0
28,13,38,165692.0
29,13,38,78347.0
30,13,38,8210.0
31,13,38,13165.0
32,13,38,24315.0
33,13,38,13758.0
34,13,38,102043.0
35,13,38,16562.0
36,13,38,194950.0
37,13,38,631020.0
38,13,38,6435.0
39,13,38,164445.0
40,13,38,33908.0
41,13,38,19256.0
42,13,38,126904.0
44,13,38,6993.0
45,13,38,1056197.0
46,13,38,5468.0
47,13,38,681346.0
48,13,38,335227.0
49,13,38,29405.0
50,13,38,6181.0
51,13,38,192629.0
53,13,38,49859.0
54,13,38,26019.0
55,13,38,56684.0
56,13,38,6488.0
1,13,39,1491464.0
2,13,39,12973.0
4,13,39,47453.0
5,13,39,71504.0
6,13,39,256748.0
8,13,39,58567.0
9,13,39,33613.0
10,13,39,9859.0
11,13,39,20601.0
12,13,39,1847101.0
15,13,39,10162.0
16,13,39,8890.0
17,13,39,179826.0
18,13,39,125604.0
19,13,39,25262.0
20,13,39,28152.0
21,13,39,269375.0
22,13,39,121125.0
23,13,39,10514.0
24,13,39,119050.0
25,13,39,64530.0
26,13,39,120788.0
27,13,39,48267.0
28,13,39,212132.0
29,13,39,79637.0
30,13,39,9846.0
31,13,39,17189.0
32,13,39,27586.0
33,13,39,17612.0
34,13,39,94590.0
35,13,39,15379.0
36,13,39,218748.0
37,13,39,724133.0
38,13,39,7251.0
39,13,39,161818.0
40,13,39,45217.0
41,13,39,17327.0
42,13,39,142478.0
44,13,39,9410.0
45,13,39,1189240.0
46,13,39,7152.0
47,13,39,858551.0
48,13,39,365495.0
49,13,39,28932.0
50,13,39,10107.0
51,13,39,230451.0
53,13,39,52809.0
54,13,39,29453.0
55,13,39,55414.0
56,13,39,4740.0
1,13,40,1507601.0
2,13,40,12889.0
4,13,40,56009.0
5,13,40,48295.0
6,13,40,230190.0
8,13,40,52535.0
9,13,40,41382.0
10,13,40,10642.0
11,13,40,18255.0
12,13,40,1741625.0
15,13,40,8459.0
16,13,40,10789.0
17,13,40,167045.0
18,13,40,184033.0
19,13,40,26447.0
20,13,40,27600.0
21,13,40,288526.0
22,13,40,136081.0
23,13,40,12209.0
24,13,40,108444.0
25,13,40,62973.0
26,13,40,104286.0
27,13,40,45789.0
28,13,40,221670.0
29,13,40,76087.0
30,13,40,7047.0
31,13,40,14079.0
32,13,40,20169.0
33,13,40,10545.0
34,13,40,84336.0
35,13,40,9478.0
36,13,40,204605.0
37,13,40,675269.0
38,13,40,3069.0
39,13,40,167590.0
40,13,40,38727.0
41,13,40,17253.0
42,13,40,140244.0
44,13,40,6873.0
45,13,40,1114684.0
46,13,40,6325.0
47,13,40,965548.0
48,13,40,338369.0
49,13,40,22016.0
50,13,40,4425.0
51,13,40,229485.0
53,13,40,42036.0
54,13,40,22655.0
55,13,40,50530.0
56,13,40,4640.0
1,13,41,1589338.0
2,13,41,14544.0
4,13,41,58141.0
5,13,41,52971.0
6,13,41,250925.0
8,13,41,60868.0
9,13,41,31240.0
10,13,41,11516.0
11,13,41,17211.0
12,13,41,1990242.0
15,13,41,14187.0
16,13,41,12578.0
17,13,41,189877.0
18,13,41,220955.0
19,13,41,22353.0
20,13,41,32791.0
21,13,41,239331.0
22,13,41,124133.0
23,13,41,15897.0
24,13,41,110689.0
25,13,41,63025.0
26,13,41,130826.0
27,13,41,45617.0
28,13,41,200428.0
29,13,41,85209.0
30,13,41,10651.0
31,13,41,20199.0
32,13,41,24539.0
33,13,41,9906.0
34,13,41,95925.0
35,13,41,12636.0
36,13,41,217098.0
37,13,41,731734.0
38,13,41,4993.0
39,13,41,183347.0
40,13,41,48377.0
41,13,41,17949.0
42,13,41,148795.0
44,13,41,6389.0
45,13,41,1225860.0
46,13,41,7013.0
47,13,41,1116486.0
48,13,41,357113.0
49,13,41,31538.0
50,13,41,6218.0
51,13,41,214457.0
53,13,41,52775.0
54,13,41,23942.0
55,13,41,57150.0
56,13,41,4416.0
1,13,42,1503322.0
2,13,42,23418.0
4,13,42,52165.0
5,13,42,55480.0
6,13,42,278481.0
8,13,42,72064.0
9,13,42,34336.0
10,13,42,13559.0
11,13,42,20911.0
12,13,42,2129341.0
15,13,42,9171.0
16,13,42,17645.0
17,13,42,181533.0
18,13,42,182207.0
19,13,42,27027.0
20,13,42,36491.0
21,13,42,190490.0
22,13,42,134340.0
23,13,42,22838.0
24,13,42,115941.0
25,13,42,64848.0
26,13,42,144313.0
27,13,42,73710.0
28,13,42,206687.0
29,13,42,83618.0
30,13,42,12069.0
31,13,42,17938.0
32,13,42,26467.0
33,13,42,15886.0
34,13,42,102341.0
35,13,42,13778.0
36,13,42,255389.0
37,13,42,709570.0
38,13,42,4697.0
39,13,42,176350.0
40,13,42,46768.0
41,13,42,17732.0
42,13,42,132585.0
44,13,42,6951.0
45,13,42,1174211.0
46,13,42,7487.0
47,13,42,738604.0
48,13,42,364634.0
49,13,42,31855.0
50,13,42,9018.0
51,13,42,207727.0
53,13,42,54064.0
54,13,42,26754.0
55,13,42,64094.0
56,13,42,5009.0
1,13,43,1542066.0
2,13,43,19600.0
4,13,43,53362.0
5,13,43,50835.0
6,13,43,252792.0
8,13,43,54828.0
9,13,43,36913.0
10,13,43,12149.0
11,13,43,18997.0
12,13,43,1784209.0
15,13,43,11515.0
16,13,43,12407.0
17,13,43,169255.0
18,13,43,121548.0
19,13,43,26591.0
20,13,43,32280.0
21,13,43,181747.0
22,13,43,120788.0
23,13,43,16725.0
24,13,43,105493.0
25,13,43,64065.0
26,13,43,135543.0
27,13,43,49823.0
28,13,43,207985.0
29,13,43,80864.0
30,13,43,10822.0
31,13,43,13611.0
32,13,43,26206.0
33,13,43,11511.0
34,13,43,102770.0
35,13,43,17953.0
36,13,43,216756.0
37,13,43,697009.0
38,13,43,7635.0
39,13,43,161886.0
40,13,43,40192.0
41,13,43,17203.0
42,13,43,130860.0
44,13,43,9158.0
45,13,43,1159320.0
46,13,43,6984.0
47,13,43,705377.0
48,13,43,344858.0
49,13,43,30384.0
50,13,43,7649.0
51,13,43,219011.0
53,13,43,49947.0
54,13,43,22843.0
55,13,43,67563.0
56,13,43,4808.0
1,13,44,1577680.0
2,13,44,15360.0
4,13,44,54485.0
5,13,44,54881.0
6,13,44,247104.0
8,13,44,74371.0
9,13,44,34734.0
10,13,44,11626.0
11,13,44,17506.0
12,13,44,1961815.0
15,13,44,9345.0
16,13,44,12510.0
17,13,44,188357.0
18,13,44,135666.0
19,13,44,25226.0
20,13,44,36262.0
21,13,44,190451.0
22,13,44,130147.0
23,13,44,18187.0
24,13,44,107830.0
25,13,44,73142.0
26,13,44,135890.0
27,13,44,52543.0
28,13,44,229377.0
29,13,44,101458.0
30,13,44,12831.0
31,13,44,15305.0
32,13,44,25947.0
33,13,44,12250.0
34,13,44,148682.0
35,13,44,20032.0
36,13,44,229931.0
37,13,44,728506.0
38,13,44,5954.0
39,13,44,182405.0
40,13,44,44551.0
41,13,44,20281.0
42,13,44,143658.0
44,13,44,8836.0
45,13,44,1239061.0
46,13,44,9629.0
47,13,44,843701.0
48,13,44,355601.0
49,13,44,31754.0
50,13,44,7486.0
51,13,44,236170.0
53,13,44,56195.0
54,13,44,29084.0
55,13,44,70007.0
56,13,44,5582.0
1,13,45,1415513.0
2,13,45,9084.0
4,13,45,54218.0
5,13,45,48391.0
6,13,45,249333.0
8,13,45,50713.0
9,13,45,39811.0
10,13,45,24118.0
11,13,45,20081.0
12,13,45,1915880.0
15,13,45,7400.0
16,13,45,11099.0
17,13,45,168244.0
18,13,45,113781.0
19,13,45,30613.0
20,13,45,33489.0
21,13,45,147679.0
22,13,45,115683.0
23,13,45,16750.0
24,13,45,104765.0
25,13,45,68094.0
26,13,45,135967.0
27,13,45,53133.0
28,13,45,137041.0
29,13,45,75448.0
30,13,45,8426.0
31,13,45,18358.0
32,13,45,29317.0
33,13,45,13151.0
34,13,45,114742.0
35,13,45,11002.0
36,13,45,218416.0
37,13,45,677283.0
38,13,45,4659.0
39,13,45,176853.0
40,13,45,33013.0
41,13,45,17231.0
42,13,45,145960.0
44,13,45,10525.0
45,13,45,1125428.0
46,13,45,10144.0
47,13,45,664943.0
48,13,45,317595.0
49,13,45,24337.0
50,13,45,6905.0
51,13,45,241819.0
53,13,45,50073.0
54,13,45,22180.0
55,13,45,63539.0
56,13,45,4947.0
1,13,46,1509919.0
2,13,46,13155.0
4,13,46,38090.0
5,13,46,56408.0
6,13,46,238614.0
8,13,46,51673.0
9,13,46,45318.0
10,13,46,13876.0
11,13,46,24241.0
12,13,46,2061108.0
15,13,46,10143.0
16,13,46,11512.0
17,13,46,176391.0
18,13,46,127250.0
19,13,46,29352.0
20,13,46,32982.0
21,13,46,175139.0
22,13,46,134724.0
23,13,46,22358.0
24,13,46,95758.0
25,13,46,79796.0
26,13,46,138858.0
27,13,46,51160.0
28,13,46,200179.0
29,13,46,72901.0
30,13,46,8501.0
31,13,46,11249.0
32,13,46,25438.0
33,13,46,14888.0
34,13,46,99947.0
35,13,46,11646.0
36,13,46,215096.0
37,13,46,681291.0
38,13,46,6004.0
39,13,46,181670.0
40,13,46,44675.0
41,13,46,15127.0
42,13,46,140775.0
44,13,46,9856.0
45,13,46,1171031.0
46,13,46,6512.0
47,13,46,693513.0
48,13,46,387803.0
49,13,46,31231.0
50,13,46,8366.0
51,13,46,246615.0
53,13,46,55450.0
54,13,46,27493.0
55,13,46,59657.0
56,13,46,5223.0
1,13,47,1434726.0
2,13,47,7909.0
4,13,47,35479.0
5,13,47,59260.0
6,13,47,218807.0
8,13,47,55189.0
9,13,47,39053.0
10,13,47,13588.0
11,13,47,34202.0
12,13,47,2622841.0
15,13,47,10354.0
16,13,47,8095.0
17,13,47,195324.0
18,13,47,127265.0
19,13,47,28512.0
20,13,47,33777.0
21,13,47,174957.0
22,13,47,174217.0
23,13,47,13373.0
24,13,47,105337.0
25,13,47,67666.0
26,13,47,121675.0
27,13,47,37999.0
28,13,47,238261.0
29,13,47,76427.0
30,13,47,5983.0
31,13,47,9208.0
32,13,47,16648.0
33,13,47,11806.0
34,13,47,94637.0
35,13,47,8474.0
36,13,47,249372.0
37,13,47,706100.0
38,13,47,3900.0
39,13,47,188717.0
40,13,47,43878.0
41,13,47,14158.0
42,13,47,137896.0
44,13,47,9291.0
45,13,47,1033755.0
46,13,47,5802.0
47,13,47,707402.0
48,13,47,396407.0
49,13,47,20581.0
50,13,47,8522.0
51,13,47,268474.0
53,13,47,35186.0
54,13,47,31318.0
55,13,47,47601.0
56,13,47,4126.0
1,13,48,1231927.0
2,13,48,7977.0
4,13,48,35510.0
5,13,48,37048.0
6,13,48,177229.0
8,13,48,34020.0
9,13,48,28117.0
10,13,48,7890.0
11,13,48,17214.0
12,13,48,1253277.0
15,13,48,7755.0
16,13,48,6533.0
17,13,48,120271.0
18,13,48,77289.0
19,13,48,18978.0
20,13,48,24876.0
21,13,48,121333.0
22,13,48,84630.0
23,13,48,9075.0
24,13,48,64400.0
25,13,48,42272.0
26,13,48,85673.0
27,13,48,38707.0
28,13,48,124130.0
29,13,48,46506.0
30,13,48,7085.0
31,13,48,10716.0
32,13,48,15975.0
33,13,48,9356.0
34,13,48,59652.0
35,13,48,9851.0
36,13,48,142504.0
37,13,48,450517.0
38,13,48,4150.0
39,13,48,100805.0
40,13,48,27727.0
41,13,48,10051.0
42,13,48,92403.0
44,13,48,7031.0
45,13,48,836739.0
46,13,48,6393.0
47,13,48,528786.0
48,13,48,241203.0
49,13,48,20219.0
50,13,48,4224.0
51,13,48,135777.0
53,13,48,30013.0
54,13,48,14079.0
55,13,48,40300.0
56,13,48,2302.0
1,13,49,1307580.0
2,13,49,4350.0
4,13,49,34069.0
5,13,49,33334.0
6,13,49,165203.0
8,13,49,30636.0
9,13,49,21356.0
10,13,49,7432.0
11,13,49,18573.0
12,13,49,1235636.0
15,13,49,7382.0
16,13,49,6791.0
17,13,49,115966.0
18,13,49,74720.0
19,13,49,17542.0
20,13,49,24435.0
21,13,49,158068.0
22,13,49,93718.0
23,13,49,7871.0
24,13,49,56259.0
25,13,49,39258.0
26,13,49,72537.0
27,13,49,36394.0
28,13,49,165628.0
29,13,49,52097.0
30,13,49,4504.0
31,13,49,11761.0
32,13,49,11727.0
33,13,49,7792.0
34,13,49,64138.0
35,13,49,5897.0
36,13,49,135502.0
37,13,49,512010.0
38,13,49,2955.0
39,13,49,102957.0
40,13,49,26995.0
41,13,49,9872.0
42,13,49,81507.0
44,13,49,5689.0
45,13,49,921725.0
46,13,49,4503.0
47,13,49,579701.0
48,13,49,254758.0
49,13,49,16718.0
50,13,49,2703.0
51,13,49,129991.0
53,13,49,30559.0
54,13,49,17513.0
55,13,49,38579.0
56,13,49,2823.0
1,13,50,1547797.0
2,13,50,7596.0
4,13,50,47423.0
5,13,50,48662.0
6,13,50,210421.0
8,13,50,42924.0
9,13,50,28104.0
10,13,50,7913.0
11,13,50,33349.0
12,13,50,1661669.0
15,13,50,8992.0
16,13,50,9738.0
17,13,50,171965.0
18,13,50,108299.0
19,13,50,19430.0
20,13,50,29030.0
21,13,50,222083.0
22,13,50,113575.0
23,13,50,8588.0
24,13,50,72380.0
25,13,50,60657.0
26,13,50,117215.0
27,13,50,36798.0
28,13,50,284830.0
29,13,50,66618.0
30,13,50,5197.0
31,13,50,13651.0
32,13,50,18996.0
33,13,50,8470.0
34,13,50,75205.0
35,13,50,11967.0
36,13,50,238340.0
37,13,50,604064.0
38,13,50,3967.0
39,13,50,154458.0
40,13,50,39132.0
41,13,50,12125.0
42,13,50,109494.0
44,13,50,8230.0
45,13,50,1121898.0
46,13,50,4610.0
47,13,50,736210.0
48,13,50,307561.0
49,13,50,21913.0
50,13,50,3756.0
51,13,50,226209.0
53,13,50,39092.0
54,13,50,21741.0
55,13,50,40828.0
56,13,50,3173.0
1,13,51,1381096.0
2,13,51,11543.0
4,13,51,46879.0
5,13,51,54462.0
6,13,51,241930.0
8,13,51,62360.0
9,13,51,43028.0
10,13,51,11208.0
11,13,51,45750.0
12,13,51,2336488.0
15,13,51,13630.0
16,13,51,11782.0
17,13,51,223269.0
18,13,51,166574.0
19,13,51,30875.0
20,13,51,36047.0
21,13,51,218846.0
22,13,51,134791.0
23,13,51,8923.0
24,13,51,114451.0
25,13,51,85057.0
26,13,51,181490.0
27,13,51,43077.0
28,13,51,222829.0
29,13,51,81836.0
30,13,51,7554.0
31,13,51,17006.0
32,13,51,19360.0
33,13,51,8353.0
34,13,51,97356.0
35,13,51,15741.0
36,13,51,305685.0
37,13,51,651035.0
38,13,51,6495.0
39,13,51,185916.0
40,13,51,41194.0
41,13,51,13227.0
42,13,51,131692.0
44,13,51,12174.0
45,13,51,1032544.0
46,13,51,7384.0
47,13,51,681595.0
48,13,51,388405.0
49,13,51,25853.0
50,13,51,6900.0
51,13,51,296381.0
53,13,51,43732.0
54,13,51,22273.0
55,13,51,57730.0
56,13,51,4711.0
1,15,1,3295.0
2,15,1,37315.0
4,15,1,35599.0
5,15,1,3746.0
6,15,1,450574.0
8,15,1,36898.0
9,15,1,7684.0
10,15,1,1953.0
11,15,1,1090.0
12,15,1,19576.0
13,15,1,8298.0
16,15,1,11860.0
17,15,1,36748.0
18,15,1,6778.0
19,15,1,10839.0
20,15,1,8088.0
21,15,1,3792.0
22,15,1,4753.0
23,15,1,340.0
24,15,1,8212.0
25,15,1,12511.0
26,15,1,14008.0
27,15,1,25342.0
28,15,1,547.0
29,15,1,9957.0
30,15,1,7615.0
31,15,1,4039.0
32,15,1,37669.0
33,15,1,1157.0
34,15,1,16423.0
35,15,1,3333.0
36,15,1,19479.0
37,15,1,13134.0
38,15,1,2910.0
39,15,1,10184.0
40,15,1,5582.0
41,15,1,43714.0
42,15,1,8745.0
44,15,1,5002.0
45,15,1,3780.0
46,15,1,506.0
47,15,1,8184.0
48,15,1,46303.0
49,15,1,47907.0
50,15,1,1465.0
51,15,1,21617.0
53,15,1,142638.0
54,15,1,426.0
55,15,1,10278.0
56,15,1,475.0
1,15,2,2563.0
2,15,2,40213.0
4,15,2,27795.0
5,15,2,3820.0
6,15,2,329581.0
8,15,2,24580.0
9,15,2,5841.0
10,15,2,1557.0
11,15,2,1897.0
12,15,2,10746.0
13,15,2,7703.0
16,15,2,15549.0
17,15,2,22030.0
18,15,2,7531.0
19,15,2,9056.0
20,15,2,4083.0
21,15,2,4040.0
22,15,2,2908.0
23,15,2,836.0
24,15,2,7046.0
25,15,2,7747.0
26,15,2,16564.0
27,15,2,19482.0
28,15,2,982.0
29,15,2,9876.0
30,15,2,5680.0
31,15,2,1645.0
32,15,2,32218.0
33,15,2,393.0
34,15,2,17499.0
35,15,2,1231.0
36,15,2,12362.0
37,15,2,7129.0
38,15,2,2486.0
39,15,2,11051.0
40,15,2,6002.0
41,15,2,54646.0
42,15,2,9137.0
44,15,2,1813.0
45,15,2,1285.0
46,15,2,369.0
47,15,2,8204.0
48,15,2,33822.0
49,15,2,44615.0
50,15,2,284.0
51,15,2,10551.0
53,15,2,121974.0
54,15,2,264.0
55,15,2,11372.0
56,15,2,97.0
1,15,3,2190.0
2,15,3,50231.0
4,15,3,28082.0
5,15,3,4753.0
6,15,3,317224.0
8,15,3,24397.0
9,15,3,3063.0
10,15,3,1413.0
11,15,3,3923.0
12,15,3,13173.0
13,15,3,8517.0
16,15,3,13209.0
17,15,3,21050.0
18,15,3,9791.0
19,15,3,9501.0
20,15,3,4350.0
21,15,3,7109.0
22,15,3,3965.0
23,15,3,2266.0
24,15,3,4435.0
25,15,3,3816.0
26,15,3,14637.0
27,15,3,20384.0
28,15,3,1477.0
29,15,3,5987.0
30,15,3,5384.0
31,15,3,3166.0
32,15,3,32513.0
34,15,3,7048.0
35,15,3,1525.0
36,15,3,23346.0
37,15,3,4418.0
38,15,3,2337.0
39,15,3,9315.0
40,15,3,5577.0
41,15,3,69779.0
42,15,3,7373.0
44,15,3,1361.0
45,15,3,1093.0
46,15,3,638.0
47,15,3,7807.0
48,15,3,39120.0
49,15,3,44735.0
50,15,3,796.0
51,15,3,12831.0
53,15,3,115214.0
54,15,3,281.0
55,15,3,17937.0
56,15,3,1241.0
1,15,4,2623.0
2,15,4,43435.0
4,15,4,30704.0
5,15,4,1137.0
6,15,4,294033.0
8,15,4,22116.0
9,15,4,1900.0
10,15,4,1322.0
11,15,4,2360.0
12,15,4,15043.0
13,15,4,8247.0
16,15,4,11668.0
17,15,4,17601.0
18,15,4,8464.0
19,15,4,6849.0
20,15,4,1838.0
21,15,4,4311.0
22,15,4,2096.0
23,15,4,1727.0
24,15,4,4055.0
25,15,4,2633.0
26,15,4,14722.0
27,15,4,18457.0
28,15,4,2874.0
29,15,4,4165.0
30,15,4,5521.0
31,15,4,3383.0
32,15,4,28833.0
33,15,4,100.0
34,15,4,5079.0
35,15,4,3495.0
36,15,4,17540.0
37,15,4,7644.0
38,15,4,1504.0
39,15,4,8932.0
40,15,4,5748.0
41,15,4,61028.0
42,15,4,6026.0
44,15,4,1990.0
45,15,4,1229.0
46,15,4,1857.0
47,15,4,9439.0
48,15,4,34412.0
49,15,4,34984.0
50,15,4,435.0
51,15,4,13129.0
53,15,4,108322.0
54,15,4,2947.0
55,15,4,8698.0
56,15,4,507.0
1,15,5,2937.0
2,15,5,53596.0
4,15,5,29522.0
5,15,5,1760.0
6,15,5,290034.0
8,15,5,28239.0
9,15,5,1510.0
10,15,5,299.0
11,15,5,363.0
12,15,5,8984.0
13,15,5,4817.0
16,15,5,15867.0
17,15,5,18392.0
18,15,5,10455.0
19,15,5,5067.0
20,15,5,1641.0
21,15,5,4490.0
22,15,5,699.0
23,15,5,716.0
24,15,5,3913.0
25,15,5,1913.0
26,15,5,10946.0
27,15,5,16884.0
28,15,5,497.0
29,15,5,6713.0
30,15,5,5970.0
31,15,5,5264.0
32,15,5,23150.0
33,15,5,422.0
34,15,5,4456.0
35,15,5,3204.0
36,15,5,11524.0
37,15,5,7775.0
38,15,5,2834.0
39,15,5,9592.0
40,15,5,5655.0
41,15,5,53130.0
42,15,5,6956.0
44,15,5,1084.0
45,15,5,1566.0
46,15,5,3276.0
47,15,5,6181.0
48,15,5,32859.0
49,15,5,42052.0
50,15,5,301.0
51,15,5,6709.0
53,15,5,119450.0
54,15,5,2629.0
55,15,5,7435.0
56,15,5,523.0
1,15,6,5241.0
2,15,6,64087.0
4,15,6,38219.0
5,15,6,763.0
6,15,6,538223.0
8,15,6,35354.0
9,15,6,4993.0
10,15,6,2388.0
12,15,6,20830.0
13,15,6,13266.0
16,15,6,23069.0
17,15,6,28706.0
18,15,6,13705.0
19,15,6,3963.0
20,15,6,2321.0
21,15,6,5223.0
22,15,6,6181.0
23,15,6,370.0
24,15,6,7407.0
25,15,6,16911.0
26,15,6,27382.0
27,15,6,30255.0
28,15,6,2121.0
29,15,6,16823.0
30,15,6,7526.0
31,15,6,7690.0
32,15,6,40210.0
33,15,6,1567.0
34,15,6,8963.0
35,15,6,6097.0
36,15,6,22774.0
37,15,6,12051.0
38,15,6,2542.0
39,15,6,11244.0
40,15,6,11483.0
41,15,6,76477.0
42,15,6,11511.0
44,15,6,1258.0
45,15,6,3193.0
46,15,6,4955.0
47,15,6,6772.0
48,15,6,60122.0
49,15,6,64013.0
50,15,6,1557.0
51,15,6,9873.0
53,15,6,217938.0
54,15,6,2453.0
55,15,6,14019.0
56,15,6,647.0
1,15,7,4825.0
2,15,7,83423.0
4,15,7,51371.0
5,15,7,1742.0
6,15,7,645707.0
8,15,7,40975.0
9,15,7,3725.0
10,15,7,1595.0
11,15,7,174.0
12,15,7,26665.0
13,15,7,21435.0
16,15,7,23645.0
17,15,7,39552.0
18,15,7,12190.0
19,15,7,5004.0
20,15,7,4117.0
21,15,7,4709.0
22,15,7,9404.0
23,15,7,1593.0
24,15,7,5905.0
25,15,7,29611.0
26,15,7,26023.0
27,15,7,39853.0
28,15,7,3772.0
29,15,7,11183.0
30,15,7,9329.0
31,15,7,4415.0
32,15,7,49935.0
33,15,7,3002.0
34,15,7,7120.0
35,15,7,3769.0
36,15,7,37829.0
37,15,7,17262.0
38,15,7,1825.0
39,15,7,17845.0
40,15,7,16064.0
41,15,7,71958.0
42,15,7,16725.0
44,15,7,1961.0
45,15,7,3928.0
46,15,7,3759.0
47,15,7,8560.0
48,15,7,63873.0
49,15,7,81731.0
50,15,7,781.0
51,15,7,14615.0
53,15,7,342677.0
54,15,7,284.0
55,15,7,9959.0
56,15,7,1408.0
1,15,8,4086.0
2,15,8,73305.0
4,15,8,46260.0
5,15,8,3805.0
6,15,8,482219.0
8,15,8,42073.0
9,15,8,2639.0
10,15,8,1127.0
11,15,8,358.0
12,15,8,25907.0
13,15,8,14997.0
16,15,8,31114.0
17,15,8,43151.0
18,15,8,8436.0
19,15,8,7614.0
20,15,8,7582.0
21,15,8,2780.0
22,15,8,2826.0
23,15,8,637.0
24,15,8,5160.0
25,15,8,16714.0
26,15,8,18605.0
27,15,8,38240.0
28,15,8,1387.0
29,15,8,8785.0
30,15,8,10978.0
31,15,8,4201.0
32,15,8,60985.0
33,15,8,7400.0
34,15,8,5131.0
35,15,8,3214.0
36,15,8,16168.0
37,15,8,14211.0
38,15,8,3936.0
39,15,8,12038.0
40,15,8,11958.0
41,15,8,71287.0
42,15,8,13927.0
44,15,8,3501.0
45,15,8,4419.0
46,15,8,1763.0
47,15,8,10524.0
48,15,8,52447.0
49,15,8,63851.0
50,15,8,1886.0
51,15,8,14423.0
53,15,8,205428.0
55,15,8,15648.0
56,15,8,319.0
1,15,9,4904.0
2,15,9,92951.0
4,15,9,73653.0
5,15,9,2475.0
6,15,9,494428.0
8,15,9,44770.0
9,15,9,1828.0
10,15,9,972.0
12,15,9,26984.0
13,15,9,13651.0
16,15,9,23034.0
17,15,9,37877.0
18,15,9,9316.0
19,15,9,9993.0
20,15,9,7278.0
21,15,9,4384.0
22,15,9,3226.0
23,15,9,3236.0
24,15,9,4163.0
25,15,9,7409.0
26,15,9,19585.0
27,15,9,51537.0
28,15,9,4170.0
29,15,9,4362.0
30,15,9,10816.0
31,15,9,9510.0
32,15,9,56451.0
33,15,9,3618.0
34,15,9,11361.0
35,15,9,2077.0
36,15,9,17842.0
37,15,9,8654.0
38,15,9,3789.0
39,15,9,14148.0
40,15,9,6003.0
41,15,9,78969.0
42,15,9,8189.0
44,15,9,2259.0
45,15,9,4971.0
46,15,9,2108.0
47,15,9,10210.0
48,15,9,93630.0
49,15,9,104013.0
50,15,9,1180.0
51,15,9,12633.0
53,15,9,164704.0
55,15,9,18276.0
56,15,9,2138.0
1,15,10,8658.0
2,15,10,130675.0
4,15,10,223703.0
5,15,10,3982.0
6,15,10,562021.0
8,15,10,84492.0
9,15,10,5775.0
10,15,10,1743.0
11,15,10,984.0
12,15,10,61932.0
13,15,10,15513.0
16,15,10,29434.0
17,15,10,45617.0
18,15,10,12038.0
19,15,10,25085.0
20,15,10,20946.0
21,15,10,5940.0
22,15,10,1890.0
23,15,10,1990.0
24,15,10,7869.0
25,15,10,13437.0
26,15,10,25091.0
27,15,10,68885.0
28,15,10,6851.0
29,15,10,19535.0
30,15,10,23621.0
31,15,10,12602.0
32,15,10,56846.0
33,15,10,3988.0
34,15,10,15617.0
35,15,10,2576.0
36,15,10,23436.0
37,15,10,17831.0
38,15,10,8823.0
39,15,10,17345.0
40,15,10,18134.0
41,15,10,82589.0
42,15,10,11936.0
44,15,10,2559.0
45,15,10,4298.0
46,15,10,7280.0
47,15,10,31591.0
48,15,10,261112.0
49,15,10,129018.0
50,15,10,1090.0
51,15,10,17256.0
53,15,10,182626.0
54,15,10,659.0
55,15,10,26986.0
56,15,10,13397.0
1,15,11,8811.0
2,15,11,64532.0
4,15,11,219502.0
5,15,11,12090.0
6,15,11,851528.0
8,15,11,172921.0
9,15,11,12104.0
10,15,11,3725.0
11,15,11,182.0
12,15,11,108340.0
13,15,11,21697.0
16,15,11,52882.0
17,15,11,82662.0
18,15,11,27252.0
19,15,11,40507.0
20,15,11,32642.0
21,15,11,5141.0
22,15,11,6999.0
23,15,11,2054.0
24,15,11,19744.0
25,15,11,15493.0
26,15,11,26964.0
27,15,11,69628.0
28,15,11,8680.0
29,15,11,37215.0
30,15,11,33681.0
31,15,11,8890.0
32,15,11,94461.0
33,15,11,3302.0
34,15,11,16050.0
35,15,11,12504.0
36,15,11,31205.0
37,15,11,19288.0
38,15,11,16841.0
39,15,11,27011.0
40,15,11,38769.0
41,15,11,174213.0
42,15,11,15329.0
44,15,11,3497.0
45,15,11,6108.0
46,15,11,4325.0
47,15,11,33701.0
48,15,11,309020.0
49,15,11,75023.0
50,15,11,471.0
51,15,11,18107.0
53,15,11,198359.0
54,15,11,986.0
55,15,11,57641.0
56,15,11,15506.0
1,15,12,9902.0
2,15,12,44841.0
4,15,12,87774.0
5,15,12,28988.0
6,15,12,1286827.0
8,15,12,160065.0
9,15,12,3634.0
10,15,12,2687.0
11,15,12,1435.0
12,15,12,57756.0
13,15,12,18335.0
16,15,12,110153.0
17,15,12,204058.0
18,15,12,58755.0
19,15,12,7825.0
20,15,12,8314.0
21,15,12,11614.0
22,15,12,3089.0
23,15,12,897.0
24,15,12,22814.0
25,15,12,14323.0
26,15,12,71574.0
27,15,12,100652.0
28,15,12,1442.0
29,15,12,30480.0
30,15,12,20779.0
31,15,12,6932.0
32,15,12,105059.0
33,15,12,1294.0
34,15,12,22323.0
35,15,12,21501.0
36,15,12,64713.0
37,15,12,27292.0
38,15,12,2190.0
39,15,12,40760.0
40,15,12,7028.0
41,15,12,269682.0
42,15,12,17841.0
44,15,12,1697.0
45,15,12,7472.0
