FIPS,Week,Confirmed,Deaths,Incident_Rate,New_Cases,New_Deaths,Susceptible
4,15,5959253,119813,11696.042821047407,34208,605,2924.7498939078437
4,16,5991047,120417,11758.443928275508,31794,604,2703.929209845958
4,17,6026886,121061,11828.784032758993,35839,644,3029.81269255964
4,18,6062256,121568,11898.203645348094,35370,507,2972.717651696002
4,19,6094767,122020,11962.011986453106,32511,452,2717.8538223183923
4,20,6122466,122489,12016.375962961602,27699,469,2305.104308102324
4,21,6149411,123086,12069.260086829669,26945,597,2232.5312244619845
4,22,6174781,123556,12119.053006574804,25370,470,2093.3978905972535
4,23,6195317,124071,12159.35838299917,20536,515,1688.904903791041
4,24,6215852,124575,12199.661796754252,20535,504,1683.243383473416
4,25,6237990,125104,12243.111369372218,22138,529,1808.200491860359
4,26,6263426,125567,12293.033825290127,25436,463,2069.1393484715873
4,27,6289536,126003,12344.27912030572,26110,436,2115.149839495314
4,28,6325854,126482,12415.55934337643,36318,479,2925.20046786094
4,29,6381890,126929,12525.53947939687,56036,447,4473.739441895739
4,30,6452914,127380,12664.936102651844,71024,451,5607.9240688098425
4,31,6552049,128092,12859.505322160489,99135,712,7709.083476886389
4,32,6675092,128891,13100.998038920476,123043,799,9391.879888422513
4,33,6815598,129565,13376.764849393889,140506,674,10503.735513177271
4,34,6963213,130640,13666.484275810068,147615,1075,10801.241710809363
4,35,7118968,132048,13972.179830201236,155755,1408,11147.50897088595
4,36,7262847,133600,14254.566724170914,143879,1552,10093.537235055344
4,37,7393608,135237,14511.20732246788,130761,1637,9011.035201567352
4,38,7515786,137538,14751.002330296868,122178,2301,8282.691390337617
4,39,7639962,139660,14994.718751356082,124176,2122,8281.315712491763
4,40,7764415,141686,15238.978831807071,124453,2026,8166.75456889798
4,41,7874626,143108,15455.28657630969,110211,1422,7130.958035351774
4,42,7976873,144837,15655.963622631374,102247,1729,6530.86596676793
4,43,8095772,147012,15889.323037876826,118899,2175,7482.94938157967
4,44,8235949,148784,16164.444130155667,140177,1772,8671.934455110153
4,45,8396964,150632,16480.463324982764,161015,1848,9770.05299092029
4,46,8575408,152427,16830.689882767605,178444,1795,10602.298613005934
4,47,8764527,154616,17201.867935163376,189119,2189,10994.096729077337
4,48,8921760,156457,17510.464314756882,157233,1841,8979.373543367004
4,49,9114220,159540,17888.199645231824,192460,3083,10759.0480773341
4,50,9271077,162990,18196.0580611744,156857,3450,8620.383572785557
4,51,9414674,166333,18477.891482405877,143597,3343,7771.2871155634275
5,1,1696259,27188,8029.769802336874,64883,1262,8080.30635960664
5,2,1835317,29215,8688.04411609047,139058,2027,16005.673790544086
5,3,1936722,31089,9168.076237839548,101405,1874,11060.662822748955
5,4,2022725,33141,9575.1981999399,86003,2052,8981.850631618237
5,5,2103882,34807,9959.38011310779,81157,1666,8148.80033479064
5,6,2168110,36167,10263.42333696953,64228,1360,6257.950967358668
5,7,2198481,37147,10407.193916030144,30371,980,2918.269828067652
5,8,2221217,37705,10514.821846803648,22736,558,2162.2810477679573
5,9,2263961,36861,10717.163871477404,42744,0,3988.368612498184
5,10,2280204,37703,10794.05516632056,16243,842,1504.8098003687392
5,11,2294105,38532,10859.859875402302,13901,829,1280.0349322633447
5,12,2304551,38934,10909.309266889812,10446,402,957.5308339368494
5,13,2312853,39354,10948.609367227677,8302,420,758.2698150552584
5,14,2320557,39588,10985.07864848555,7704,234,701.314960640915
5,15,2329029,39750,11025.183496722402,8472,162,768.4225847595716
5,16,2338055,39951,11067.91087634774,9026,201,815.5107229214026
5,17,2346984,40104,11110.179076289534,8929,153,803.6774149802469
5,18,2357026,40272,11157.716008064142,10042,168,900.0049824482207
5,19,2366365,40438,11201.925070585858,9339,166,833.6959889619734
5,20,2375764,40635,11246.418161777809,9399,197,835.7327519568441
5,21,2384872,40777,11289.533713919129,9108,142,806.7649409444195
5,22,2392250,40867,11324.459772735408,7378,90,651.5101071543525
5,23,2401279,40976,11367.201353794257,9029,109,794.3028120097663
5,24,2412695,41077,11421.242542117192,11416,101,999.5409832075749
5,25,2425509,41197,11481.90159845655,12814,120,1116.0172285157466
5,26,2444801,41339,11573.226283558695,19292,142,1666.950902654245
5,27,2472819,41532,11705.858204935015,28018,193,2393.5024249813678
5,28,2518538,41815,11922.283317841147,45719,283,3834.752016971751
5,29,2580152,42150,12213.952359303084,61614,335,5044.558729842272
5,30,2663204,42691,12607.104844639156,83052,541,6587.713913977301
5,31,2764221,43607,13085.300247654066,101017,916,7719.883998696197
5,32,2875886,44608,13613.90127201293,111665,1001,8202.277787158462
5,33,2983521,45909,14123.425037354504,107635,1301,7621.026749200022
5,34,3089799,47397,14626.525020937648,106278,1488,7266.114121287501
5,35,3189640,48757,15099.153462015996,99841,1360,6612.357457731906
5,36,3277336,49977,15514.289766428075,87696,1220,5652.5952086938905
5,37,3354943,51502,15881.666649940536,77607,1525,4886.577820237184
5,38,3418987,52638,16184.838852546894,64044,1136,3957.0366182497914
5,39,3465350,53674,16404.312539846855,46363,1036,2826.2690001414
5,40,3499911,54491,16567.91778771205,34561,817,2086.0195253765023
5,41,3532114,57006,16720.3607088371,32203,2515,1925.9751963951333
5,42,3558739,57612,16846.39843125285,26625,606,1580.4565058016337
5,43,3580534,58271,16949.57184571487,21795,659,1285.8731889153964
5,44,3601569,59013,17049.147563687275,21035,742,1233.7860248686059
5,45,3623970,59721,17155.189667718645,22401,708,1305.785621371038
5,46,3651467,60152,17285.35527347511,27497,431,1590.7685763447953
5,47,3679886,60462,17419.88545313082,28419,310,1631.4114163645286
5,48,3710122,60775,17563.01696768341,30236,313,1721.5720998069605
5,49,3749091,61544,17747.48885518836,38969,769,2195.7472585541404
5,50,3784103,62279,17913.22905189147,35012,735,1954.5331496949211
5,51,3824907,63064,18106.387482894377,40804,785,2253.569357142539
6,1,18451823,196128,6673.736305417621,802829,20760,120296.78178148538
6,2,20536335,219792,7427.93836587876,2084512,23664,280631.30000855797
6,3,22104086,242570,7995.094147376695,1567751,22778,196089.12304233486
6,4,23165497,267687,8379.251583563322,1061411,25117,126671.33686283581
6,5,23967701,293250,8669.529932547708,802204,25563,92531.4297593361
6,6,24549545,315875,8880.00404330579,581844,22625,65522.94313859287
6,7,24939050,334118,9020.902215499238,389505,18243,43178.053668597924
6,8,25238311,354016,9129.208303104442,299261,19898,32780.608138630654
6,9,25475585,371032,9215.075041462487,237274,17016,25748.460965581373
6,10,25677288,382972,9288.055351522851,201703,11940,21716.386516465922
